timestamp,anomaly_alerts,CENTOS@SPS,CENTOS@CONF,CENTOS@HIST,JVM@SPS,JVM@CONF,JVM@HIST,JVM@WER,NO_LAYER@PEA,UNIX_NETWORK@SPS,UNIX_NETWORK@CONF,COMPOSITION@SPS,COMPOSITION@CONF,details
10.0,13,1,0,1,1,0,0,0,4,0,1,4,1,SPSDetector@CurrentThreadUserTime|SPSDetector@CPU Kernel Processes|SPSDetector@(CurrentThreadCpuTime#DIFFERENCE#JVM)/(CurrentThreadUserTime#DIFFERENCE#JVM)|SPSDetector@(CurrentThreadCpuTime#PLAIN#JVM)/(CurrentThreadUserTime#PLAIN#JVM)|HistoricalIndicatorChecker@PageIn|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@5a14c774|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@12f79912|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@cb10814|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@5b759ad9|ConfidenceIntervalChecker@(CPU Idle Processes#PLAIN#CENTOS)/(CPU Interrupts#PLAIN#CENTOS)|ConfidenceIntervalChecker@Tcp_Close|SPSDetector@(Active Memory#PLAIN#CENTOS)/(Cached Memory#PLAIN#CENTOS)|SPSDetector@(Active Memory#DIFFERENCE#CENTOS)/(Cached Memory#DIFFERENCE#CENTOS)|
11.0,23,6,0,1,2,0,0,0,4,0,1,8,1,SPSDetector@Activated Virtual Pages|SPSDetector@Active Files|SPSDetector@CPU Kernel Processes|SPSDetector@CommittedVirtualMemorySize|SPSDetector@Cached Memory|SPSDetector@(Inactive Memory#PLAIN#CENTOS)/(Cached Memory#PLAIN#CENTOS)|SPSDetector@(Inactive Memory#DIFFERENCE#CENTOS)/(Cached Memory#DIFFERENCE#CENTOS)|SPSDetector@Inactive Files|SPSDetector@(Active Files#PLAIN#CENTOS)/(Inactive Files#PLAIN#CENTOS)|SPSDetector@(Active Files#DIFFERENCE#CENTOS)/(Inactive Files#DIFFERENCE#CENTOS)|SPSDetector@(Inactive Files#PLAIN#CENTOS)/(Deactivated Virtual Pages#PLAIN#CENTOS)|SPSDetector@(Inactive Files#DIFFERENCE#CENTOS)/(Deactivated Virtual Pages#DIFFERENCE#CENTOS)|SPSDetector@Inactive Memory|HistoricalIndicatorChecker@PageIn|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@5a14c774|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@12f79912|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@cb10814|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@5b759ad9|ConfidenceIntervalChecker@(CPU Idle Processes#PLAIN#CENTOS)/(CPU Interrupts#PLAIN#CENTOS)|SPSDetector@ProcessCpuTime|ConfidenceIntervalChecker@Tcp_Close|SPSDetector@(Active Memory#PLAIN#CENTOS)/(Cached Memory#PLAIN#CENTOS)|SPSDetector@(Active Memory#DIFFERENCE#CENTOS)/(Cached Memory#DIFFERENCE#CENTOS)|
12.0,25,8,0,1,2,0,0,0,4,0,1,8,1,SPSDetector@Activated Virtual Pages|SPSDetector@Active Files|SPSDetector@CPU Kernel Processes|SPSDetector@CommittedVirtualMemorySize|SPSDetector@Cached Memory|SPSDetector@(Inactive Memory#PLAIN#CENTOS)/(Cached Memory#PLAIN#CENTOS)|SPSDetector@(Inactive Memory#DIFFERENCE#CENTOS)/(Cached Memory#DIFFERENCE#CENTOS)|SPSDetector@Inactive Files|SPSDetector@(Active Files#PLAIN#CENTOS)/(Inactive Files#PLAIN#CENTOS)|SPSDetector@(Active Files#DIFFERENCE#CENTOS)/(Inactive Files#DIFFERENCE#CENTOS)|SPSDetector@(Inactive Files#PLAIN#CENTOS)/(Deactivated Virtual Pages#PLAIN#CENTOS)|SPSDetector@(Inactive Files#DIFFERENCE#CENTOS)/(Deactivated Virtual Pages#DIFFERENCE#CENTOS)|SPSDetector@Inactive Memory|SPSDetector@Active Memory|HistoricalIndicatorChecker@PageIn|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@5a14c774|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@12f79912|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@cb10814|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@5b759ad9|ConfidenceIntervalChecker@(CPU Idle Processes#PLAIN#CENTOS)/(CPU Interrupts#PLAIN#CENTOS)|SPSDetector@ProcessCpuTime|ConfidenceIntervalChecker@Tcp_Close|SPSDetector@Minor Page Faults|SPSDetector@(Active Memory#PLAIN#CENTOS)/(Cached Memory#PLAIN#CENTOS)|SPSDetector@(Active Memory#DIFFERENCE#CENTOS)/(Cached Memory#DIFFERENCE#CENTOS)|
13.0,9,0,0,2,1,0,0,0,4,0,1,0,1,HistoricalIndicatorChecker@CPU Interrupts|HistoricalIndicatorChecker@PageIn|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@5a14c774|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@12f79912|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@cb10814|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@5b759ad9|SPSDetector@FreePhysicalMemorySize|ConfidenceIntervalChecker@(CPU Idle Processes#PLAIN#CENTOS)/(CPU Interrupts#PLAIN#CENTOS)|ConfidenceIntervalChecker@Tcp_Close|
14.0,25,3,0,1,3,0,0,0,4,4,1,8,1,SPSDetector@(Tcp_Listen#PLAIN#UNIX_NETWORK)/(Major Page Faults#PLAIN#CENTOS)|SPSDetector@(Tcp_Listen#DIFFERENCE#UNIX_NETWORK)/(Major Page Faults#DIFFERENCE#CENTOS)|SPSDetector@Tcp_Listen|SPSDetector@Tcp_Listen|SPSDetector@(Tcp_Listen#PLAIN#UNIX_NETWORK)/(Major Page Faults#PLAIN#CENTOS)|SPSDetector@(Tcp_Syn#PLAIN#UNIX_NETWORK)/(Buffers#PLAIN#CENTOS)|SPSDetector@(Tcp_Syn#DIFFERENCE#UNIX_NETWORK)/(Buffers#DIFFERENCE#CENTOS)|SPSDetector@Tcp_Syn|SPSDetector@(Tcp_Syn#PLAIN#UNIX_NETWORK)/(Buffers#PLAIN#CENTOS)|SPSDetector@Tcp_Syn|SPSDetector@CurrentThreadUserTime|SPSDetector@Active Memory|HistoricalIndicatorChecker@PageIn|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@5a14c774|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@12f79912|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@cb10814|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@5b759ad9|SPSDetector@Free Virtual Pages|SPSDetector@FreePhysicalMemorySize|ConfidenceIntervalChecker@(CPU Idle Processes#PLAIN#CENTOS)/(CPU Interrupts#PLAIN#CENTOS)|ConfidenceIntervalChecker@Tcp_Close|SPSDetector@LoadedClassCount|SPSDetector@Minor Page Faults|SPSDetector@(Active Memory#PLAIN#CENTOS)/(Cached Memory#PLAIN#CENTOS)|SPSDetector@(Active Memory#DIFFERENCE#CENTOS)/(Cached Memory#DIFFERENCE#CENTOS)|
15.0,27,1,0,1,6,0,0,1,4,2,1,10,1,SPSDetector@(Tcp_Listen#PLAIN#UNIX_NETWORK)/(Major Page Faults#PLAIN#CENTOS)|SPSDetector@(Tcp_Listen#DIFFERENCE#UNIX_NETWORK)/(Major Page Faults#DIFFERENCE#CENTOS)|SPSDetector@Tcp_Listen|SPSDetector@(Tcp_Syn#PLAIN#UNIX_NETWORK)/(Buffers#PLAIN#CENTOS)|SPSDetector@(Tcp_Syn#DIFFERENCE#UNIX_NETWORK)/(Buffers#DIFFERENCE#CENTOS)|SPSDetector@Tcp_Syn|SPSDetector@CurrentThreadUserTime|SPSDetector@(CurrentThreadCpuTime#DIFFERENCE#JVM)/(CurrentThreadUserTime#DIFFERENCE#JVM)|SPSDetector@(CurrentThreadCpuTime#PLAIN#JVM)/(CurrentThreadUserTime#PLAIN#JVM)|SPSDetector@(Buffers#PLAIN#CENTOS)/(NonHeapMemoryUsage.used#PLAIN#JVM)|SPSDetector@(Activated Virtual Pages#PLAIN#CENTOS)/(NonHeapMemoryUsage.used#PLAIN#JVM)|SPSDetector@(Buffers#DIFFERENCE#CENTOS)/(NonHeapMemoryUsage.used#DIFFERENCE#JVM)|SPSDetector@(Activated Virtual Pages#DIFFERENCE#CENTOS)/(NonHeapMemoryUsage.used#DIFFERENCE#JVM)|SPSDetector@NonHeapMemoryUsage.used|WesternElectricRulesChecker@SystemCpuLoad|HistoricalIndicatorChecker@PageIn|SPSDetector@SystemCpuLoad|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@5a14c774|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@12f79912|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@cb10814|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@5b759ad9|SPSDetector@Free Virtual Pages|SPSDetector@SystemCpuLoad|ConfidenceIntervalChecker@(CPU Idle Processes#PLAIN#CENTOS)/(CPU Interrupts#PLAIN#CENTOS)|SPSDetector@ProcessCpuTime|ConfidenceIntervalChecker@Tcp_Close|SPSDetector@LoadedClassCount|
16.0,27,0,0,1,4,0,0,0,4,4,1,12,1,SPSDetector@(Tcp_Listen#PLAIN#UNIX_NETWORK)/(Major Page Faults#PLAIN#CENTOS)|SPSDetector@(Tcp_Listen#DIFFERENCE#UNIX_NETWORK)/(Major Page Faults#DIFFERENCE#CENTOS)|SPSDetector@Tcp_Listen|SPSDetector@Tcp_Listen|SPSDetector@(Tcp_Listen#PLAIN#UNIX_NETWORK)/(Major Page Faults#PLAIN#CENTOS)|SPSDetector@(Tcp_Syn#PLAIN#UNIX_NETWORK)/(Buffers#PLAIN#CENTOS)|SPSDetector@(Tcp_Syn#DIFFERENCE#UNIX_NETWORK)/(Buffers#DIFFERENCE#CENTOS)|SPSDetector@Tcp_Syn|SPSDetector@(Tcp_Syn#PLAIN#UNIX_NETWORK)/(Buffers#PLAIN#CENTOS)|SPSDetector@Tcp_Syn|SPSDetector@CurrentThreadUserTime|SPSDetector@(CurrentThreadCpuTime#DIFFERENCE#JVM)/(CurrentThreadUserTime#DIFFERENCE#JVM)|SPSDetector@(CurrentThreadCpuTime#PLAIN#JVM)/(CurrentThreadUserTime#PLAIN#JVM)|SPSDetector@(Buffers#PLAIN#CENTOS)/(NonHeapMemoryUsage.used#PLAIN#JVM)|SPSDetector@(Activated Virtual Pages#PLAIN#CENTOS)/(NonHeapMemoryUsage.used#PLAIN#JVM)|SPSDetector@(Buffers#DIFFERENCE#CENTOS)/(NonHeapMemoryUsage.used#DIFFERENCE#JVM)|SPSDetector@(Activated Virtual Pages#DIFFERENCE#CENTOS)/(NonHeapMemoryUsage.used#DIFFERENCE#JVM)|SPSDetector@NonHeapMemoryUsage.used|HistoricalIndicatorChecker@PageIn|SPSDetector@SystemCpuLoad|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@5a14c774|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@12f79912|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@cb10814|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@5b759ad9|ConfidenceIntervalChecker@(CPU Idle Processes#PLAIN#CENTOS)/(CPU Interrupts#PLAIN#CENTOS)|SPSDetector@ProcessCpuTime|ConfidenceIntervalChecker@Tcp_Close|
17.0,19,2,1,1,1,0,0,0,4,2,1,6,1,SPSDetector@(Tcp_Listen#PLAIN#UNIX_NETWORK)/(Major Page Faults#PLAIN#CENTOS)|SPSDetector@(Tcp_Listen#DIFFERENCE#UNIX_NETWORK)/(Major Page Faults#DIFFERENCE#CENTOS)|SPSDetector@Tcp_Listen|SPSDetector@(Tcp_Syn#PLAIN#UNIX_NETWORK)/(Buffers#PLAIN#CENTOS)|SPSDetector@(Tcp_Syn#DIFFERENCE#UNIX_NETWORK)/(Buffers#DIFFERENCE#CENTOS)|SPSDetector@Tcp_Syn|SPSDetector@Buffers|SPSDetector@CurrentThreadUserTime|SPSDetector@(CurrentThreadCpuTime#DIFFERENCE#JVM)/(CurrentThreadUserTime#DIFFERENCE#JVM)|SPSDetector@(CurrentThreadCpuTime#PLAIN#JVM)/(CurrentThreadUserTime#PLAIN#JVM)|SPSDetector@CPU I/O Wait Processes|HistoricalIndicatorChecker@PageIn|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@5a14c774|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@12f79912|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@cb10814|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@5b759ad9|ConfidenceIntervalChecker@CPU I/O Wait Processes|ConfidenceIntervalChecker@(CPU Idle Processes#PLAIN#CENTOS)/(CPU Interrupts#PLAIN#CENTOS)|ConfidenceIntervalChecker@Tcp_Close|
18.0,12,1,0,1,1,0,0,1,4,1,1,1,1,SPSDetector@Tcp_Listen|SPSDetector@(Tcp_Listen#PLAIN#UNIX_NETWORK)/(Major Page Faults#PLAIN#CENTOS)|SPSDetector@CPU I/O Wait Processes|WesternElectricRulesChecker@SystemCpuLoad|HistoricalIndicatorChecker@PageIn|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@5a14c774|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@12f79912|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@cb10814|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@5b759ad9|SPSDetector@SystemCpuLoad|ConfidenceIntervalChecker@(CPU Idle Processes#PLAIN#CENTOS)/(CPU Interrupts#PLAIN#CENTOS)|ConfidenceIntervalChecker@Tcp_Close|
19.0,18,2,3,2,2,0,0,1,4,0,1,2,1,SPSDetector@Buffers|SPSDetector@PageOut|HistoricalIndicatorChecker@CPU Interrupts|SPSDetector@(PageIn#PLAIN#CENTOS)/(PageOut#PLAIN#CENTOS)|SPSDetector@(PageIn#DIFFERENCE#CENTOS)/(PageOut#DIFFERENCE#CENTOS)|HistoricalIndicatorChecker@Cached Memory|ConfidenceIntervalChecker@Cached Memory|WesternElectricRulesChecker@SystemCpuLoad|ConfidenceIntervalChecker@CPU Kernel Processes|SPSDetector@SystemCpuLoad|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@5a14c774|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@12f79912|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@cb10814|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@5b759ad9|ConfidenceIntervalChecker@CPU I/O Wait Processes|SPSDetector@SystemCpuLoad|ConfidenceIntervalChecker@(CPU Idle Processes#PLAIN#CENTOS)/(CPU Interrupts#PLAIN#CENTOS)|ConfidenceIntervalChecker@Tcp_Close|
20.0,4,0,0,0,0,0,0,0,4,0,0,0,0,ippoz.multilayer.detector.algorithm.PearsonIndexChecker@5a14c774|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@12f79912|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@cb10814|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@5b759ad9|
21.0,18,0,4,3,0,2,2,1,4,0,1,0,1,HistoricalIndicatorChecker@ProcessCpuLoad|ConfidenceIntervalChecker@ProcessCpuLoad|ConfidenceIntervalChecker@ProcessCpuLoad|HistoricalIndicatorChecker@ProcessCpuLoad|HistoricalIndicatorChecker@Inactive Memory|HistoricalIndicatorChecker@Inactive Files|ConfidenceIntervalChecker@Inactive Memory|ConfidenceIntervalChecker@Inactive Files|HistoricalIndicatorChecker@Cached Memory|ConfidenceIntervalChecker@Cached Memory|WesternElectricRulesChecker@SystemCpuLoad|ConfidenceIntervalChecker@CPU Kernel Processes|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@5a14c774|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@12f79912|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@cb10814|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@5b759ad9|ConfidenceIntervalChecker@(CPU Idle Processes#PLAIN#CENTOS)/(CPU Interrupts#PLAIN#CENTOS)|ConfidenceIntervalChecker@Tcp_Close|
22.0,24,5,4,6,0,0,0,0,4,0,1,3,1,SPSDetector@PageOut|SPSDetector@(PageIn#PLAIN#CENTOS)/(PageOut#PLAIN#CENTOS)|HistoricalIndicatorChecker@CPU I/O Wait Processes|SPSDetector@Buffers|SPSDetector@CPU I/O Wait Processes|SPSDetector@PageOut|HistoricalIndicatorChecker@CPU Interrupts|SPSDetector@(PageIn#PLAIN#CENTOS)/(PageOut#PLAIN#CENTOS)|SPSDetector@(PageIn#DIFFERENCE#CENTOS)/(PageOut#DIFFERENCE#CENTOS)|HistoricalIndicatorChecker@Inactive Memory|HistoricalIndicatorChecker@Inactive Files|ConfidenceIntervalChecker@Inactive Memory|ConfidenceIntervalChecker@Inactive Files|HistoricalIndicatorChecker@Cached Memory|ConfidenceIntervalChecker@Cached Memory|SPSDetector@CPU I/O Wait Processes|HistoricalIndicatorChecker@PageIn|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@5a14c774|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@12f79912|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@cb10814|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@5b759ad9|ConfidenceIntervalChecker@CPU I/O Wait Processes|ConfidenceIntervalChecker@(CPU Idle Processes#PLAIN#CENTOS)/(CPU Interrupts#PLAIN#CENTOS)|ConfidenceIntervalChecker@Tcp_Close|
23.0,25,3,5,4,0,2,2,1,4,0,1,2,1,HistoricalIndicatorChecker@ProcessCpuLoad|ConfidenceIntervalChecker@ProcessCpuLoad|ConfidenceIntervalChecker@ProcessCpuLoad|SPSDetector@Buffers|HistoricalIndicatorChecker@ProcessCpuLoad|SPSDetector@PageOut|SPSDetector@(PageIn#PLAIN#CENTOS)/(PageOut#PLAIN#CENTOS)|SPSDetector@(PageIn#DIFFERENCE#CENTOS)/(PageOut#DIFFERENCE#CENTOS)|HistoricalIndicatorChecker@Inactive Memory|HistoricalIndicatorChecker@Inactive Files|ConfidenceIntervalChecker@Inactive Memory|ConfidenceIntervalChecker@Inactive Files|HistoricalIndicatorChecker@Cached Memory|ConfidenceIntervalChecker@Cached Memory|SPSDetector@CPU I/O Wait Processes|WesternElectricRulesChecker@SystemCpuLoad|HistoricalIndicatorChecker@PageIn|ConfidenceIntervalChecker@CPU Kernel Processes|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@5a14c774|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@12f79912|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@cb10814|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@5b759ad9|ConfidenceIntervalChecker@CPU I/O Wait Processes|ConfidenceIntervalChecker@(CPU Idle Processes#PLAIN#CENTOS)/(CPU Interrupts#PLAIN#CENTOS)|ConfidenceIntervalChecker@Tcp_Close|
24.0,2,0,0,0,0,0,0,0,2,0,0,0,0,ippoz.multilayer.detector.algorithm.PearsonIndexChecker@cb10814|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@5b759ad9|
25.0,8,0,4,3,0,0,0,0,0,0,1,0,0,HistoricalIndicatorChecker@Inactive Memory|HistoricalIndicatorChecker@Inactive Files|ConfidenceIntervalChecker@Inactive Memory|ConfidenceIntervalChecker@Inactive Files|HistoricalIndicatorChecker@Cached Memory|ConfidenceIntervalChecker@Cached Memory|ConfidenceIntervalChecker@CPU I/O Wait Processes|ConfidenceIntervalChecker@Tcp_Close|
26.0,11,0,3,3,0,0,0,1,0,1,1,2,0,SPSDetector@(Tcp_Listen#PLAIN#UNIX_NETWORK)/(Major Page Faults#PLAIN#CENTOS)|SPSDetector@(Tcp_Listen#DIFFERENCE#UNIX_NETWORK)/(Major Page Faults#DIFFERENCE#CENTOS)|SPSDetector@Tcp_Listen|HistoricalIndicatorChecker@Inactive Memory|HistoricalIndicatorChecker@Inactive Files|ConfidenceIntervalChecker@Inactive Memory|ConfidenceIntervalChecker@Inactive Files|HistoricalIndicatorChecker@Cached Memory|ConfidenceIntervalChecker@Cached Memory|WesternElectricRulesChecker@SystemCpuLoad|ConfidenceIntervalChecker@Tcp_Close|
27.0,4,0,0,0,0,0,0,0,4,0,0,0,0,ippoz.multilayer.detector.algorithm.PearsonIndexChecker@5a14c774|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@12f79912|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@cb10814|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@5b759ad9|
28.0,29,0,4,3,4,2,2,1,4,0,1,7,1,HistoricalIndicatorChecker@SystemCpuLoad|ConfidenceIntervalChecker@SystemCpuLoad|ConfidenceIntervalChecker@SystemCpuLoad|HistoricalIndicatorChecker@SystemCpuLoad|SPSDetector@CurrentThreadUserTime|SPSDetector@(CurrentThreadCpuTime#PLAIN#JVM)/(CurrentThreadUserTime#PLAIN#JVM)|SPSDetector@(CurrentThreadCpuTime#DIFFERENCE#JVM)/(CurrentThreadUserTime#DIFFERENCE#JVM)|SPSDetector@(CurrentThreadCpuTime#PLAIN#JVM)/(CurrentThreadUserTime#PLAIN#JVM)|HistoricalIndicatorChecker@Inactive Memory|HistoricalIndicatorChecker@Inactive Files|ConfidenceIntervalChecker@Inactive Memory|ConfidenceIntervalChecker@Inactive Files|HistoricalIndicatorChecker@Cached Memory|ConfidenceIntervalChecker@Cached Memory|SPSDetector@(Buffers#PLAIN#CENTOS)/(NonHeapMemoryUsage.used#PLAIN#JVM)|SPSDetector@(Activated Virtual Pages#PLAIN#CENTOS)/(NonHeapMemoryUsage.used#PLAIN#JVM)|SPSDetector@(Buffers#DIFFERENCE#CENTOS)/(NonHeapMemoryUsage.used#DIFFERENCE#JVM)|SPSDetector@(Activated Virtual Pages#DIFFERENCE#CENTOS)/(NonHeapMemoryUsage.used#DIFFERENCE#JVM)|SPSDetector@NonHeapMemoryUsage.used|WesternElectricRulesChecker@SystemCpuLoad|ConfidenceIntervalChecker@CPU Kernel Processes|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@5a14c774|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@12f79912|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@cb10814|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@5b759ad9|SPSDetector@FreePhysicalMemorySize|ConfidenceIntervalChecker@(CPU Idle Processes#PLAIN#CENTOS)/(CPU Interrupts#PLAIN#CENTOS)|SPSDetector@ProcessCpuTime|ConfidenceIntervalChecker@Tcp_Close|
29.0,27,0,4,3,3,2,2,1,4,0,1,6,1,HistoricalIndicatorChecker@ProcessCpuLoad|ConfidenceIntervalChecker@ProcessCpuLoad|ConfidenceIntervalChecker@ProcessCpuLoad|HistoricalIndicatorChecker@ProcessCpuLoad|SPSDetector@CurrentThreadUserTime|SPSDetector@(CurrentThreadCpuTime#DIFFERENCE#JVM)/(CurrentThreadUserTime#DIFFERENCE#JVM)|SPSDetector@(CurrentThreadCpuTime#PLAIN#JVM)/(CurrentThreadUserTime#PLAIN#JVM)|HistoricalIndicatorChecker@Inactive Memory|HistoricalIndicatorChecker@Inactive Files|ConfidenceIntervalChecker@Inactive Memory|ConfidenceIntervalChecker@Inactive Files|HistoricalIndicatorChecker@Cached Memory|ConfidenceIntervalChecker@Cached Memory|SPSDetector@(Buffers#PLAIN#CENTOS)/(NonHeapMemoryUsage.used#PLAIN#JVM)|SPSDetector@(Activated Virtual Pages#PLAIN#CENTOS)/(NonHeapMemoryUsage.used#PLAIN#JVM)|SPSDetector@(Buffers#DIFFERENCE#CENTOS)/(NonHeapMemoryUsage.used#DIFFERENCE#JVM)|SPSDetector@(Activated Virtual Pages#DIFFERENCE#CENTOS)/(NonHeapMemoryUsage.used#DIFFERENCE#JVM)|SPSDetector@NonHeapMemoryUsage.used|WesternElectricRulesChecker@SystemCpuLoad|ConfidenceIntervalChecker@CPU Kernel Processes|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@5a14c774|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@12f79912|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@cb10814|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@5b759ad9|ConfidenceIntervalChecker@(CPU Idle Processes#PLAIN#CENTOS)/(CPU Interrupts#PLAIN#CENTOS)|SPSDetector@ProcessCpuTime|ConfidenceIntervalChecker@Tcp_Close|
30.0,4,0,0,0,0,0,0,0,4,0,0,0,0,ippoz.multilayer.detector.algorithm.PearsonIndexChecker@5a14c774|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@12f79912|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@cb10814|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@5b759ad9|
31.0,29,7,3,2,0,4,4,1,4,0,1,2,1,HistoricalIndicatorChecker@SystemCpuLoad|ConfidenceIntervalChecker@SystemCpuLoad|ConfidenceIntervalChecker@SystemCpuLoad|HistoricalIndicatorChecker@SystemCpuLoad|HistoricalIndicatorChecker@ProcessCpuLoad|ConfidenceIntervalChecker@ProcessCpuLoad|ConfidenceIntervalChecker@ProcessCpuLoad|HistoricalIndicatorChecker@ProcessCpuLoad|SPSDetector@CPU Kernel Processes|HistoricalIndicatorChecker@CPU Interrupts|SPSDetector@Active Memory|HistoricalIndicatorChecker@Cached Memory|ConfidenceIntervalChecker@Cached Memory|SPSDetector@Free Memory|WesternElectricRulesChecker@SystemCpuLoad|SPSDetector@Active Memory|ConfidenceIntervalChecker@CPU Kernel Processes|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@5a14c774|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@12f79912|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@cb10814|ippoz.multilayer.detector.algorithm.PearsonIndexChecker@5b759ad9|ConfidenceIntervalChecker@CPU I/O Wait Processes|SPSDetector@Free Virtual Pages|ConfidenceIntervalChecker@(CPU Idle Processes#PLAIN#CENTOS)/(CPU Interrupts#PLAIN#CENTOS)|ConfidenceIntervalChecker@Tcp_Close|SPSDetector@Minor Page Faults|SPSDetector@Minor Page Faults|SPSDetector@(Active Memory#PLAIN#CENTOS)/(Cached Memory#PLAIN#CENTOS)|SPSDetector@(Active Memory#DIFFERENCE#CENTOS)/(Cached Memory#DIFFERENCE#CENTOS)|
